3.79316e-07;1.39465e-01
3.79370e-07;1.39465e-01
3.79424e-07;1.40076e-01
3.79477e-07;1.39618e-01
3.79531e-07;1.39008e-01
3.79585e-07;1.38855e-01
3.79639e-07;1.39465e-01
3.79692e-07;1.39618e-01
3.79746e-07;1.40076e-01
3.79800e-07;1.39923e-01
3.79854e-07;1.39008e-01
3.79907e-07;1.38855e-01
3.79961e-07;1.38702e-01
3.80015e-07;1.39160e-01
3.80069e-07;1.39923e-01
3.80122e-07;1.39465e-01
3.80176e-07;1.38550e-01
3.80230e-07;1.38550e-01
3.80284e-07;1.39008e-01
3.80338e-07;1.38550e-01
3.80391e-07;1.39160e-01
3.80445e-07;1.39618e-01
3.80499e-07;1.37939e-01
3.80553e-07;1.39618e-01
3.80606e-07;1.38550e-01
3.80660e-07;1.39465e-01
3.80714e-07;1.38855e-01
3.80768e-07;1.39771e-01
3.80821e-07;1.39618e-01
3.80875e-07;1.38855e-01
3.80929e-07;1.39465e-01
3.80983e-07;1.40533e-01
3.81036e-07;1.40076e-01
3.81090e-07;1.38855e-01
3.81144e-07;1.39160e-01
3.81198e-07;1.39771e-01
3.81251e-07;1.37939e-01
3.81305e-07;1.39618e-01
3.81359e-07;1.39771e-01
3.81413e-07;1.39618e-01
3.81467e-07;1.39923e-01
3.81520e-07;1.38397e-01
3.81574e-07;1.38855e-01
3.81628e-07;1.38550e-01
3.81682e-07;1.39465e-01
3.81735e-07;1.39618e-01
3.81789e-07;1.39923e-01
3.81843e-07;1.39160e-01
3.81897e-07;1.38397e-01
3.81950e-07;1.38855e-01
3.82004e-07;1.39160e-01
3.82058e-07;1.40076e-01
3.82112e-07;1.39465e-01
3.82165e-07;1.38550e-01
3.82219e-07;1.39313e-01
3.82273e-07;1.39771e-01
3.82327e-07;1.39160e-01
3.82381e-07;1.39923e-01
3.82434e-07;1.39160e-01
3.82488e-07;1.39160e-01
3.82542e-07;1.40228e-01
3.82596e-07;1.39008e-01
3.82649e-07;1.39771e-01
3.82703e-07;1.39008e-01
3.82757e-07;1.38855e-01
3.82811e-07;1.38855e-01
3.82864e-07;1.39465e-01
3.82918e-07;1.39618e-01
3.82972e-07;1.39771e-01
3.83026e-07;1.39008e-01
3.83079e-07;1.39160e-01
3.83133e-07;1.38702e-01
3.83187e-07;1.39465e-01
3.83241e-07;1.39008e-01
3.83295e-07;1.39771e-01
3.83348e-07;1.39313e-01
3.83402e-07;1.40076e-01
3.83456e-07;1.39160e-01
3.83510e-07;1.39313e-01
3.83563e-07;1.39771e-01
3.83617e-07;1.39923e-01
3.83671e-07;1.38855e-01
3.83725e-07;1.39618e-01
3.83778e-07;1.39618e-01
3.83832e-07;1.39923e-01
3.83886e-07;1.39313e-01
3.83940e-07;1.39313e-01
3.83993e-07;1.38245e-01
3.84047e-07;1.39465e-01
3.84101e-07;1.40228e-01
3.84155e-07;1.39465e-01
3.84208e-07;1.37939e-01
3.84262e-07;1.39923e-01
3.84316e-07;1.39465e-01
3.84370e-07;1.40686e-01
3.84424e-07;1.39618e-01
3.84477e-07;1.39465e-01
3.84531e-07;1.38245e-01
3.84585e-07;1.39008e-01
3.84639e-07;1.39618e-01
3.84692e-07;1.38702e-01
3.84746e-07;1.38702e-01
3.84800e-07;1.39160e-01
3.84854e-07;1.39618e-01
3.84907e-07;1.38855e-01
3.84961e-07;1.39923e-01
3.85015e-07;1.39313e-01
3.85069e-07;1.38092e-01
3.85122e-07;1.39160e-01
3.85176e-07;1.38855e-01
3.85230e-07;1.39465e-01
3.85284e-07;1.38397e-01
3.85338e-07;1.39160e-01
3.85391e-07;1.39160e-01
3.85445e-07;1.39160e-01
3.85499e-07;1.39618e-01
3.85553e-07;1.39465e-01
3.85606e-07;1.40991e-01
3.85660e-07;1.39160e-01
3.85714e-07;1.38550e-01
3.85768e-07;1.39313e-01
3.85821e-07;1.39313e-01
3.85875e-07;1.39923e-01
3.85929e-07;1.38702e-01
3.85983e-07;1.39771e-01
3.86036e-07;1.39923e-01
3.86090e-07;1.40533e-01
3.86144e-07;1.39160e-01
3.86198e-07;1.39771e-01
3.86252e-07;1.39465e-01
3.86305e-07;1.37939e-01
3.86359e-07;1.38245e-01
3.86413e-07;1.38245e-01
3.86467e-07;1.39771e-01
3.86520e-07;1.39160e-01
3.86574e-07;1.39160e-01
3.86628e-07;1.38855e-01
3.86682e-07;1.39160e-01
3.86735e-07;1.39618e-01
3.86789e-07;1.39465e-01
3.86843e-07;1.38397e-01
3.86897e-07;1.38245e-01
3.86950e-07;1.39313e-01
3.87004e-07;1.39008e-01
3.87058e-07;1.38550e-01
